Date,Open,High,Low,Close,Volume
2023-01-03,89.05589865844571,90.50720142957682,87.99227784940533,88.58870697021484,28131200
2023-01-04,89.81136487760658,90.10957942105821,86.7497248892918,87.55490112304688,34854800
2023-01-05,86.94854453006714,87.04794685839362,85.38790446521591,85.68611145019531,27194400
2023-01-06,86.27258888046856,87.16722490783211,84.35409457108759,86.81930541992188,41381500
2023-01-09,87.83323150806754,89.51315879032069,87.33621232007889,87.49525451660156,29003900
2023-01-10,85.46741965388519,88.1413776265379,85.31831238637562,87.89286804199219,30467800
2023-01-11,88.64834941552648,91.05392064821854,88.47936469889615,90.97439575195312,26862000
2023-01-12,90.93462754297335,91.32230187548615,89.21493793718011,90.58670806884766,30258100
2023-01-13,90.30839060576042,91.64040605676044,89.59268171673492,91.5708236694336,26329200
2023-01-17,91.51117191070365,91.70004163197335,89.51316020385387,90.74576568603516,32602400
2023-01-18,91.59069806310823,92.24676705092286,90.09964045506904,90.5767822265625,29116700
2023-01-19,90.17916608131551,93.05193648946374,90.08969868047147,92.49527740478516,37000400
2023-01-20,94.53305558762652,97.71398319511445,94.45353069105923,97.4356460571289,63191100
2023-01-23,97.36606416611731,99.44360849206205,96.91874989248586,99.19509887695312,40005100
2023-01-24,97.51517060845472,99.01617079422424,96.62053448501887,97.1175537109375,33078500
2023-01-25,95.00025569559745,95.58674233295737,93.20104850271382,94.65234375,42330000
2023-01-26,95.92471323857248,96.98833410791313,94.81138741170932,96.93862915039062,30114000
2023-01-27,96.72987879276118,99.72193663993366,96.72987879276118,98.77760314941406,33879800
2023-01-30,96.89886507284024,97.70403373755718,95.82530179727696,96.3620834350586,27226200
2023-01-31,96.29251344022988,98.29052539002429,96.24280848103794,98.25076293945312,29870700
2023-02-01,98.121536192239,100.58675492794167,96.998275454454,99.83128356933594,35531100
2023-02-02,105.16927256257381,107.20704686415942,104.98040282749419,107.09770202636719,69883800
2023-02-03,102.31637258300907,107.16727723378527,101.96846066058136,104.15534210205078,65309300
2023-02-06,101.78952563905142,103.73783983913496,101.27262146487813,102.28654479980469,31999600
2023-02-07,102.60464317977393,107.53507265289669,102.50524085818532,106.998291015625,49010200
2023-02-08,101.44162648913434,102.52512475543763,97.45553019555744,98.77760314941406,94743500
2023-02-09,99.40383763113448,99.43365756899807,93.07181044382328,94.44358825683594,119455000
2023-02-10,94.88095368057328,96.17320651747302,93.68811074182773,94.0062026977539,54980700
2023-02-13,94.17519699474974,94.63245375403223,93.28056090749652,94.04597473144531,50076100
2023-02-14,93.86705282200347,94.28454715835977,91.70999116691762,94.11556243896484,54726100
2023-02-15,93.92668484231352,96.54101064765247,93.58871543180898,96.3620834350586,50169000
2023-02-16,94.80144040094763,97.09766656819714,94.1751913852172,94.94060516357422,42462600
2023-02-17,94.28454056145195,94.99030691417171,92.65431819496185,93.78752136230469,34284100
2023-02-21,92.44556810645479,92.54497042634621,91.17320021045835,91.24278259277344,33629300
2023-02-22,91.1533121734712,91.56087153059548,90.06981402993513,91.1036148071289,30884000
2023-02-23,91.37201052858497,91.39189554414554,89.22489146663528,90.34815216064453,41206400
2023-02-24,88.90679750497178,89.35411175433613,88.05192386866158,88.59864044189453,36585100
2023-02-27,89.33423614501953,89.62250819885539,88.80738940834006,89.33423614501953,27502300
2023-02-28,88.79745040601516,90.68612484693443,88.78750789870884,89.5230941772461,30142000
2023-03-01,89.44358008249957,90.48731586981515,89.1354230162253,89.8213119506836,31111200
2023-03-02,89.12548430042554,91.72985998798497,89.05589433365411,91.45153045654297,32204400
2023-03-03,91.92867458480876,93.1712225850235,91.89884706231825,93.0916976928711,35160100
2023-03-06,93.45948302749099,95.39786237480197,93.4396055972634,94.5628662109375,32639300
2023-03-07,94.41377130351091,95.09965264778786,92.97241106194967,93.30044555664062,27835500
2023-03-08,93.55889572084645,95.38792271277032,93.43960838419056,93.68811798095703,34103300
2023-03-09,93.4893203068792,94.96049298242464,91.35213609857506,91.7696304321289,28813500
2023-03-10,91.62051886016795,92.23682540747255,89.86107420311967,90.0896987915039,35941000
2023-03-13,89.55291768928547,92.01813630978192,88.88691376749047,90.56684112548828,37335600
2023-03-14,92.00819224911878,93.7974644099169,91.88891249433968,93.4097900390625,36050200
2023-03-15,92.66426265612834,96.35214428148515,92.08771855282328,95.53703308105469,50622100
